data;hora;valor_analogico;tensao_medida[V];corrente_medida[A]
2025-10-24;08:33:55;58;0.047;-48.584
2025-10-24;08:33:56;60;0.048;-48.535
2025-10-24;08:33:57;47;0.038;-48.852
2025-10-24;08:33:58;59;0.048;-48.559
2025-10-24;08:33:58;58;0.047;-48.584
2025-10-24;08:33:59;58;0.047;-48.584
2025-10-24;08:34:00;57;0.046;-48.608
2025-10-24;08:34:01;58;0.047;-48.584
2025-10-24;08:34:02;62;0.050;-48.486
2025-10-24;08:34:03;60;0.048;-48.535
2025-10-24;08:34:04;63;0.051;-48.462
2025-10-24;08:34:05;59;0.048;-48.559
2025-10-24;08:34:06;55;0.044;-48.657
2025-10-24;08:34:07;64;0.052;-48.437
2025-10-24;08:34:07;72;0.058;-48.242
2025-10-24;08:34:08;60;0.048;-48.535
2025-10-24;08:34:09;60;0.048;-48.535
2025-10-24;08:34:10;57;0.046;-48.608
2025-10-24;08:34:11;58;0.047;-48.584
2025-10-24;08:34:12;58;0.047;-48.584
2025-10-24;08:34:13;61;0.049;-48.510
2025-10-24;08:34:14;60;0.048;-48.535
2025-10-24;08:34:15;59;0.048;-48.559
2025-10-24;08:34:16;60;0.048;-48.535
2025-10-24;08:34:16;61;0.049;-48.510
2025-10-24;08:34:17;59;0.048;-48.559
2025-10-24;08:34:18;60;0.048;-48.535
2025-10-24;08:34:19;58;0.047;-48.584
2025-10-24;08:34:20;60;0.048;-48.535
2025-10-24;08:34:21;59;0.048;-48.559
2025-10-24;08:34:22;58;0.047;-48.584
2025-10-24;08:34:23;58;0.047;-48.584
2025-10-24;08:34:24;56;0.045;-48.633
2025-10-24;08:34:25;60;0.048;-48.535
2025-10-24;08:34:25;60;0.048;-48.535
2025-10-24;08:34:26;58;0.047;-48.584
2025-10-24;08:34:27;59;0.048;-48.559
2025-10-24;08:34:28;61;0.049;-48.510
2025-10-24;08:34:29;56;0.045;-48.633
2025-10-24;08:34:30;55;0.044;-48.657
2025-10-24;08:34:31;58;0.047;-48.584
2025-10-24;08:34:32;61;0.049;-48.510
2025-10-24;08:34:33;74;0.060;-48.193
2025-10-24;08:34:34;47;0.038;-48.852
2025-10-24;08:34:35;60;0.048;-48.535
2025-10-24;08:34:35;55;0.044;-48.657
2025-10-24;08:34:36;60;0.048;-48.535
2025-10-24;08:34:37;72;0.058;-48.242
2025-10-24;08:34:38;59;0.048;-48.559
2025-10-24;08:34:39;72;0.058;-48.242
2025-10-24;08:34:40;57;0.046;-48.608
2025-10-24;08:34:41;60;0.048;-48.535
2025-10-24;08:34:42;59;0.048;-48.559
2025-10-24;08:34:43;61;0.049;-48.510
2025-10-24;08:34:44;62;0.050;-48.486
2025-10-24;08:34:44;57;0.046;-48.608
2025-10-24;08:34:45;59;0.048;-48.559
2025-10-24;08:34:46;58;0.047;-48.584
2025-10-24;08:34:47;59;0.048;-48.559
2025-10-24;08:34:48;61;0.049;-48.510
2025-10-24;08:34:49;58;0.047;-48.584
2025-10-24;08:34:50;61;0.049;-48.510
2025-10-24;08:34:51;62;0.050;-48.486
2025-10-24;08:34:52;62;0.050;-48.486
2025-10-24;08:34:53;59;0.048;-48.559
2025-10-24;08:34:53;47;0.038;-48.852
2025-10-24;08:34:54;59;0.048;-48.559
2025-10-24;08:34:55;58;0.047;-48.584
2025-10-24;08:34:56;54;0.043;-48.681
2025-10-24;08:34:57;59;0.048;-48.559
2025-10-24;08:34:58;57;0.046;-48.608
2025-10-24;08:34:59;72;0.058;-48.242
2025-10-24;08:35:00;59;0.048;-48.559
2025-10-24;08:35:01;58;0.047;-48.584
2025-10-24;08:35:02;59;0.048;-48.559
2025-10-24;08:35:02;61;0.049;-48.510
2025-10-24;08:35:03;56;0.045;-48.633
2025-10-24;08:35:04;58;0.047;-48.584
2025-10-24;08:35:05;74;0.060;-48.193
2025-10-24;08:35:06;57;0.046;-48.608
2025-10-24;08:35:07;60;0.048;-48.535
2025-10-24;08:35:08;55;0.044;-48.657
2025-10-24;08:35:09;55;0.044;-48.657
2025-10-24;08:35:10;72;0.058;-48.242
2025-10-24;08:35:11;44;0.035;-48.925
2025-10-24;08:35:11;60;0.048;-48.535
2025-10-24;08:35:12;59;0.048;-48.559
2025-10-24;08:35:13;58;0.047;-48.584
2025-10-24;08:35:14;59;0.048;-48.559
2025-10-24;08:35:15;61;0.049;-48.510
2025-10-24;08:35:16;60;0.048;-48.535
2025-10-24;08:35:17;58;0.047;-48.584
2025-10-24;08:35:18;60;0.048;-48.535
2025-10-24;08:35:19;61;0.049;-48.510
2025-10-24;08:35:21;58;0.047;-48.584
2025-10-24;08:35:21;59;0.048;-48.559
2025-10-24;08:35:21;58;0.047;-48.584
2025-10-24;08:35:22;59;0.048;-48.559
2025-10-24;08:35:23;64;0.052;-48.437
2025-10-24;08:35:24;59;0.048;-48.559
2025-10-24;08:35:25;59;0.048;-48.559
2025-10-24;08:35:26;56;0.045;-48.633
2025-10-24;08:35:27;61;0.049;-48.510
2025-10-24;08:35:28;43;0.035;-48.950
2025-10-24;08:35:29;57;0.046;-48.608
2025-10-24;08:35:30;57;0.046;-48.608
2025-10-24;08:35:30;60;0.048;-48.535
2025-10-24;08:35:31;59;0.048;-48.559
2025-10-24;08:35:32;59;0.048;-48.559
2025-10-24;08:35:33;44;0.035;-48.925
2025-10-24;08:35:34;58;0.047;-48.584
2025-10-24;08:35:35;56;0.045;-48.633
2025-10-24;08:35:36;76;0.061;-48.144
2025-10-24;08:35:37;47;0.038;-48.852
2025-10-24;08:35:38;60;0.048;-48.535
2025-10-24;08:35:39;60;0.048;-48.535
2025-10-24;08:35:39;58;0.047;-48.584
2025-10-24;08:35:40;54;0.043;-48.681
2025-10-24;08:35:41;58;0.047;-48.584
2025-10-24;08:35:42;58;0.047;-48.584
2025-10-24;08:35:43;47;0.038;-48.852
2025-10-24;08:35:44;57;0.046;-48.608
2025-10-24;08:35:45;57;0.046;-48.608
2025-10-24;08:35:46;59;0.048;-48.559
2025-10-24;08:35:47;61;0.049;-48.510
2025-10-24;08:35:48;57;0.046;-48.608
2025-10-24;08:35:48;58;0.047;-48.584
2025-10-24;08:35:49;61;0.049;-48.510
2025-10-24;08:35:50;56;0.045;-48.633
2025-10-24;08:35:51;64;0.052;-48.437
2025-10-24;08:35:52;59;0.048;-48.559
2025-10-24;08:35:53;60;0.048;-48.535
2025-10-24;08:35:54;77;0.062;-48.120
2025-10-24;08:35:55;61;0.049;-48.510
2025-10-24;08:35:56;62;0.050;-48.486
2025-10-24;08:35:57;60;0.048;-48.535
2025-10-24;08:35:57;57;0.046;-48.608
2025-10-24;08:35:58;59;0.048;-48.559
2025-10-24;08:35:59;63;0.051;-48.462
2025-10-24;08:36:00;62;0.050;-48.486
2025-10-24;08:36:01;61;0.049;-48.510
2025-10-24;08:36:02;44;0.035;-48.925
2025-10-24;08:36:03;61;0.049;-48.510
2025-10-24;08:36:04;59;0.048;-48.559
2025-10-24;08:36:05;73;0.059;-48.217
2025-10-24;08:36:06;61;0.049;-48.510
2025-10-24;08:36:06;43;0.035;-48.950
2025-10-24;08:36:07;73;0.059;-48.217
2025-10-24;08:36:08;54;0.043;-48.681
2025-10-24;08:36:09;59;0.048;-48.559
2025-10-24;08:36:10;61;0.049;-48.510
2025-10-24;08:36:11;56;0.045;-48.633
2025-10-24;08:36:12;56;0.045;-48.633
2025-10-24;08:36:13;59;0.048;-48.559
2025-10-24;08:36:14;48;0.039;-48.828
2025-10-24;08:36:15;56;0.045;-48.633
2025-10-24;08:36:15;56;0.045;-48.633
2025-10-24;08:36:16;58;0.047;-48.584
2025-10-24;08:36:17;61;0.049;-48.510
2025-10-24;08:36:18;62;0.050;-48.486
2025-10-24;08:36:19;57;0.046;-48.608
2025-10-24;08:36:20;60;0.048;-48.535
2025-10-24;08:36:21;44;0.035;-48.925
2025-10-24;08:36:22;57;0.046;-48.608
2025-10-24;08:36:23;59;0.048;-48.559
2025-10-24;08:36:24;64;0.052;-48.437
2025-10-24;08:36:24;57;0.046;-48.608
2025-10-24;08:36:25;58;0.047;-48.584
2025-10-24;08:36:26;56;0.045;-48.633
2025-10-24;08:36:27;71;0.057;-48.266
2025-10-24;08:36:28;47;0.038;-48.852
2025-10-24;08:36:29;72;0.058;-48.242
2025-10-24;08:36:30;56;0.045;-48.633
2025-10-24;08:36:31;58;0.047;-48.584
2025-10-24;08:36:32;61;0.049;-48.510
2025-10-24;08:36:33;59;0.048;-48.559
2025-10-24;08:36:34;58;0.047;-48.584
2025-10-24;08:36:34;59;0.048;-48.559
2025-10-24;08:36:35;60;0.048;-48.535
2025-10-24;08:36:36;47;0.038;-48.852
2025-10-24;08:36:37;63;0.051;-48.462
2025-10-24;08:36:38;75;0.060;-48.169
2025-10-24;08:36:39;59;0.048;-48.559
2025-10-24;08:36:40;56;0.045;-48.633
2025-10-24;08:36:41;56;0.045;-48.633
2025-10-24;08:36:42;48;0.039;-48.828
2025-10-24;08:36:43;58;0.047;-48.584
2025-10-24;08:36:43;59;0.048;-48.559
2025-10-24;08:36:44;72;0.058;-48.242
2025-10-24;08:36:45;58;0.047;-48.584
2025-10-24;08:36:46;74;0.060;-48.193
2025-10-24;08:36:47;56;0.045;-48.633
2025-10-24;08:36:48;59;0.048;-48.559
2025-10-24;08:36:49;58;0.047;-48.584
2025-10-24;08:36:50;61;0.049;-48.510
2025-10-24;08:36:51;58;0.047;-48.584
2025-10-24;08:36:52;62;0.050;-48.486
2025-10-24;08:36:52;62;0.050;-48.486
2025-10-24;08:36:53;59;0.048;-48.559
2025-10-24;08:36:54;63;0.051;-48.462
2025-10-24;08:36:55;60;0.048;-48.535
2025-10-24;08:36:56;61;0.049;-48.510
2025-10-24;08:36:57;63;0.051;-48.462
2025-10-24;08:36:58;72;0.058;-48.242
2025-10-24;08:36:59;63;0.051;-48.462
2025-10-24;08:37:00;61;0.049;-48.510
2025-10-24;08:37:01;73;0.059;-48.217
2025-10-24;08:37:01;64;0.052;-48.437
2025-10-24;08:37:02;62;0.050;-48.486
2025-10-24;08:37:03;61;0.049;-48.510
2025-10-24;08:37:04;60;0.048;-48.535
2025-10-24;08:37:05;63;0.051;-48.462
2025-10-24;08:37:06;72;0.058;-48.242
2025-10-24;08:37:07;70;0.056;-48.291
2025-10-24;08:37:08;72;0.058;-48.242
2025-10-24;08:37:09;61;0.049;-48.510
2025-10-24;08:37:10;70;0.056;-48.291
2025-10-24;08:37:10;75;0.060;-48.169
2025-10-24;08:37:11;63;0.051;-48.462
2025-10-24;08:37:12;62;0.050;-48.486
2025-10-24;08:37:13;63;0.051;-48.462
2025-10-24;08:37:14;59;0.048;-48.559
2025-10-24;08:37:15;75;0.060;-48.169
2025-10-24;08:37:16;63;0.051;-48.462
2025-10-24;08:37:17;72;0.058;-48.242
2025-10-24;08:37:18;63;0.051;-48.462
2025-10-24;08:37:19;64;0.052;-48.437
2025-10-24;08:37:19;63;0.051;-48.462
2025-10-24;08:37:21;60;0.048;-48.535
2025-10-24;08:37:21;72;0.058;-48.242
2025-10-24;08:37:22;60;0.048;-48.535
2025-10-24;08:37:23;60;0.048;-48.535
2025-10-24;08:37:24;72;0.058;-48.242
2025-10-24;08:37:25;58;0.047;-48.584
2025-10-24;08:37:26;64;0.052;-48.437
2025-10-24;08:37:27;64;0.052;-48.437
2025-10-24;08:37:28;74;0.060;-48.193
2025-10-24;08:37:29;77;0.062;-48.120
2025-10-24;08:37:29;56;0.045;-48.633
2025-10-24;08:37:30;71;0.057;-48.266
2025-10-24;08:37:31;64;0.052;-48.437
2025-10-24;08:37:32;70;0.056;-48.291
2025-10-24;08:37:33;64;0.052;-48.437
2025-10-24;08:37:34;71;0.057;-48.266
2025-10-24;08:37:35;79;0.064;-48.071
2025-10-24;08:37:36;60;0.048;-48.535
2025-10-24;08:37:37;70;0.056;-48.291
2025-10-24;08:37:38;70;0.056;-48.291
2025-10-24;08:37:38;60;0.048;-48.535
2025-10-24;08:37:39;53;0.043;-48.706
2025-10-24;08:37:40;63;0.051;-48.462
2025-10-24;08:37:41;75;0.060;-48.169
2025-10-24;08:37:42;63;0.051;-48.462
2025-10-24;08:37:43;70;0.056;-48.291
2025-10-24;08:37:44;63;0.051;-48.462
2025-10-24;08:37:45;58;0.047;-48.584
2025-10-24;08:37:46;63;0.051;-48.462
2025-10-24;08:37:47;72;0.058;-48.242
2025-10-24;08:37:47;63;0.051;-48.462
2025-10-24;08:37:48;71;0.057;-48.266
2025-10-24;08:37:49;63;0.051;-48.462
2025-10-24;08:37:50;64;0.052;-48.437
2025-10-24;08:37:51;61;0.049;-48.510
2025-10-24;08:37:52;60;0.048;-48.535
2025-10-24;08:37:53;75;0.060;-48.169
2025-10-24;08:37:54;62;0.050;-48.486
2025-10-24;08:37:55;64;0.052;-48.437
2025-10-24;08:37:56;63;0.051;-48.462
2025-10-24;08:37:56;58;0.047;-48.584
2025-10-24;08:37:57;63;0.051;-48.462
2025-10-24;08:37:58;63;0.051;-48.462
2025-10-24;08:37:59;73;0.059;-48.217
2025-10-24;08:38:00;71;0.057;-48.266
2025-10-24;08:38:01;79;0.064;-48.071
2025-10-24;08:38:02;61;0.049;-48.510
2025-10-24;08:38:03;58;0.047;-48.584
2025-10-24;08:38:04;60;0.048;-48.535
2025-10-24;08:38:05;79;0.064;-48.071
2025-10-24;08:38:05;63;0.051;-48.462
2025-10-24;08:38:06;71;0.057;-48.266
2025-10-24;08:38:07;77;0.062;-48.120
2025-10-24;08:38:08;60;0.048;-48.535
2025-10-24;08:38:09;58;0.047;-48.584
2025-10-24;08:38:10;73;0.059;-48.217
2025-10-24;08:38:11;72;0.058;-48.242
2025-10-24;08:38:12;75;0.060;-48.169
2025-10-24;08:38:13;64;0.052;-48.437
2025-10-24;08:38:14;70;0.056;-48.291
2025-10-24;08:38:14;62;0.050;-48.486
2025-10-24;08:38:15;72;0.058;-48.242
2025-10-24;08:38:16;61;0.049;-48.510
2025-10-24;08:38:17;72;0.058;-48.242
2025-10-24;08:38:18;71;0.057;-48.266
2025-10-24;08:38:19;61;0.049;-48.510
2025-10-24;08:38:20;61;0.049;-48.510
2025-10-24;08:38:21;62;0.050;-48.486
2025-10-24;08:38:22;60;0.048;-48.535
2025-10-24;08:38:23;60;0.048;-48.535
2025-10-24;08:38:24;72;0.058;-48.242
2025-10-24;08:38:24;61;0.049;-48.510
2025-10-24;08:38:25;63;0.051;-48.462
2025-10-24;08:38:26;61;0.049;-48.510
2025-10-24;08:38:27;73;0.059;-48.217
2025-10-24;08:38:28;61;0.049;-48.510
2025-10-24;08:38:29;71;0.057;-48.266
2025-10-24;08:38:30;79;0.064;-48.071
2025-10-24;08:38:31;61;0.049;-48.510
2025-10-24;08:38:32;62;0.050;-48.486
2025-10-24;08:38:33;64;0.052;-48.437
2025-10-24;08:38:33;61;0.049;-48.510
2025-10-24;08:38:34;63;0.051;-48.462
2025-10-24;08:38:35;72;0.058;-48.242
2025-10-24;08:38:36;58;0.047;-48.584
2025-10-24;08:38:37;74;0.060;-48.193
2025-10-24;08:38:38;60;0.048;-48.535
2025-10-24;08:38:39;73;0.059;-48.217
2025-10-24;08:38:40;61;0.049;-48.510
2025-10-24;08:38:41;57;0.046;-48.608
2025-10-24;08:38:42;77;0.062;-48.120
2025-10-24;08:38:42;63;0.051;-48.462
2025-10-24;08:38:43;75;0.060;-48.169
2025-10-24;08:38:44;59;0.048;-48.559
2025-10-24;08:38:45;63;0.051;-48.462
2025-10-24;08:38:46;60;0.048;-48.535
2025-10-24;08:38:47;59;0.048;-48.559
2025-10-24;08:38:48;61;0.049;-48.510
2025-10-24;08:38:49;62;0.050;-48.486
2025-10-24;08:38:50;74;0.060;-48.193
2025-10-24;08:38:51;78;0.063;-48.095
2025-10-24;08:38:51;74;0.060;-48.193
2025-10-24;08:38:52;60;0.048;-48.535
2025-10-24;08:38:53;62;0.050;-48.486
2025-10-24;08:38:54;71;0.057;-48.266
2025-10-24;08:38:55;61;0.049;-48.510
2025-10-24;08:38:56;58;0.047;-48.584
2025-10-24;08:38:57;73;0.059;-48.217
2025-10-24;08:38:58;63;0.051;-48.462
2025-10-24;08:38:59;78;0.063;-48.095
2025-10-24;08:39:00;56;0.045;-48.633
2025-10-24;08:39:00;61;0.049;-48.510
2025-10-24;08:39:01;60;0.048;-48.535
2025-10-24;08:39:02;71;0.057;-48.266
2025-10-24;08:39:03;59;0.048;-48.559
2025-10-24;08:39:04;62;0.050;-48.486
2025-10-24;08:39:05;60;0.048;-48.535
2025-10-24;08:39:06;71;0.057;-48.266
2025-10-24;08:39:07;57;0.046;-48.608
2025-10-24;08:39:08;63;0.051;-48.462
2025-10-24;08:39:09;62;0.050;-48.486
2025-10-24;08:39:09;58;0.047;-48.584
2025-10-24;08:39:10;72;0.058;-48.242
2025-10-24;08:39:11;64;0.052;-48.437
2025-10-24;08:39:12;76;0.061;-48.144
2025-10-24;08:39:13;62;0.050;-48.486
2025-10-24;08:39:14;61;0.049;-48.510
2025-10-24;08:39:15;70;0.056;-48.291
2025-10-24;08:39:16;62;0.050;-48.486
2025-10-24;08:39:17;74;0.060;-48.193
2025-10-24;08:39:18;48;0.039;-48.828
2025-10-24;08:39:19;62;0.050;-48.486
2025-10-24;08:39:19;62;0.050;-48.486
2025-10-24;08:39:21;64;0.052;-48.437
2025-10-24;08:39:21;63;0.051;-48.462
2025-10-24;08:39:22;72;0.058;-48.242
2025-10-24;08:39:23;60;0.048;-48.535
2025-10-24;08:39:24;60;0.048;-48.535
2025-10-24;08:39:25;70;0.056;-48.291
2025-10-24;08:39:26;62;0.050;-48.486
2025-10-24;08:39:27;60;0.048;-48.535
2025-10-24;08:39:28;71;0.057;-48.266
2025-10-24;08:39:28;73;0.059;-48.217
2025-10-24;08:39:29;70;0.056;-48.291
2025-10-24;08:39:30;71;0.057;-48.266
2025-10-24;08:39:31;60;0.048;-48.535
2025-10-24;08:39:32;63;0.051;-48.462
2025-10-24;08:39:33;62;0.050;-48.486
2025-10-24;08:39:34;64;0.052;-48.437
2025-10-24;08:39:35;78;0.063;-48.095
2025-10-24;08:39:36;63;0.051;-48.462
2025-10-24;08:39:37;70;0.056;-48.291
2025-10-24;08:39:37;73;0.059;-48.217
2025-10-24;08:39:38;63;0.051;-48.462
2025-10-24;08:39:39;62;0.050;-48.486
2025-10-24;08:39:40;62;0.050;-48.486
2025-10-24;08:39:41;64;0.052;-48.437
2025-10-24;08:39:42;61;0.049;-48.510
2025-10-24;08:39:43;63;0.051;-48.462
2025-10-24;08:39:44;60;0.048;-48.535
2025-10-24;08:39:45;55;0.044;-48.657
2025-10-24;08:39:46;58;0.047;-48.584
2025-10-24;08:39:46;58;0.047;-48.584
2025-10-24;08:39:47;64;0.052;-48.437
2025-10-24;08:39:48;72;0.058;-48.242
2025-10-24;08:39:49;59;0.048;-48.559
2025-10-24;08:39:50;60;0.048;-48.535
2025-10-24;08:39:51;74;0.060;-48.193
2025-10-24;08:39:52;62;0.050;-48.486
2025-10-24;08:39:53;61;0.049;-48.510
2025-10-24;08:39:54;71;0.057;-48.266
2025-10-24;08:39:55;62;0.050;-48.486
2025-10-24;08:39:55;46;0.037;-48.877
2025-10-24;08:39:56;59;0.048;-48.559
2025-10-24;08:39:57;63;0.051;-48.462
2025-10-24;08:39:58;77;0.062;-48.120
2025-10-24;08:39:59;62;0.050;-48.486
2025-10-24;08:40:00;63;0.051;-48.462
2025-10-24;08:40:01;62;0.050;-48.486
2025-10-24;08:40:02;59;0.048;-48.559
2025-10-24;08:40:03;58;0.047;-48.584
2025-10-24;08:40:04;71;0.057;-48.266
2025-10-24;08:40:04;72;0.058;-48.242
2025-10-24;08:40:05;76;0.061;-48.144
2025-10-24;08:40:06;64;0.052;-48.437
2025-10-24;08:40:07;64;0.052;-48.437
2025-10-24;08:40:08;62;0.050;-48.486
2025-10-24;08:40:09;63;0.051;-48.462
2025-10-24;08:40:10;76;0.061;-48.144
2025-10-24;08:40:11;48;0.039;-48.828
2025-10-24;08:40:12;59;0.048;-48.559
2025-10-24;08:40:13;62;0.050;-48.486
2025-10-24;08:40:13;63;0.051;-48.462
2025-10-24;08:40:14;62;0.050;-48.486
2025-10-24;08:40:15;77;0.062;-48.120
2025-10-24;08:40:16;60;0.048;-48.535
2025-10-24;08:40:17;75;0.060;-48.169
2025-10-24;08:40:18;62;0.050;-48.486
2025-10-24;08:40:19;61;0.049;-48.510
2025-10-24;08:40:20;63;0.051;-48.462
2025-10-24;08:40:21;61;0.049;-48.510
2025-10-24;08:40:22;60;0.048;-48.535
2025-10-24;08:40:23;71;0.057;-48.266
2025-10-24;08:40:23;75;0.060;-48.169
2025-10-24;08:40:24;63;0.051;-48.462
2025-10-24;08:40:25;63;0.051;-48.462
2025-10-24;08:40:26;62;0.050;-48.486
2025-10-24;08:40:27;70;0.056;-48.291
2025-10-24;08:40:28;64;0.052;-48.437
2025-10-24;08:40:29;63;0.051;-48.462
2025-10-24;08:40:30;62;0.050;-48.486
2025-10-24;08:40:31;72;0.058;-48.242
2025-10-24;08:40:32;64;0.052;-48.437
2025-10-24;08:40:32;61;0.049;-48.510
2025-10-24;08:40:33;72;0.058;-48.242
2025-10-24;08:40:34;61;0.049;-48.510
2025-10-24;08:40:35;60;0.048;-48.535
2025-10-24;08:40:36;72;0.058;-48.242
2025-10-24;08:40:37;71;0.057;-48.266
2025-10-24;08:40:38;60;0.048;-48.535
2025-10-24;08:40:39;62;0.050;-48.486
2025-10-24;08:40:40;71;0.057;-48.266
2025-10-24;08:40:41;63;0.051;-48.462
2025-10-24;08:40:41;62;0.050;-48.486
2025-10-24;08:40:42;62;0.050;-48.486
2025-10-24;08:40:43;59;0.048;-48.559
2025-10-24;08:40:44;73;0.059;-48.217
2025-10-24;08:40:45;62;0.050;-48.486
2025-10-24;08:40:46;71;0.057;-48.266
2025-10-24;08:40:47;71;0.057;-48.266
2025-10-24;08:40:48;60;0.048;-48.535
2025-10-24;08:40:49;79;0.064;-48.071
2025-10-24;08:40:50;62;0.050;-48.486
2025-10-24;08:40:50;72;0.058;-48.242
2025-10-24;08:40:51;61;0.049;-48.510
2025-10-24;08:40:52;46;0.037;-48.877
2025-10-24;08:40:53;61;0.049;-48.510
2025-10-24;08:40:54;62;0.050;-48.486
2025-10-24;08:40:55;77;0.062;-48.120
2025-10-24;08:40:56;70;0.056;-48.291
2025-10-24;08:40:57;72;0.058;-48.242
2025-10-24;08:40:58;57;0.046;-48.608
2025-10-24;08:40:59;76;0.061;-48.144
2025-10-24;08:40:59;55;0.044;-48.657
2025-10-24;08:41:00;60;0.048;-48.535
2025-10-24;08:41:01;61;0.049;-48.510
2025-10-24;08:41:02;72;0.058;-48.242
2025-10-24;08:41:03;80;0.065;-48.046
2025-10-24;08:41:04;62;0.050;-48.486
2025-10-24;08:41:05;57;0.046;-48.608
2025-10-24;08:41:06;58;0.047;-48.584
2025-10-24;08:41:07;70;0.056;-48.291
2025-10-24;08:41:08;62;0.050;-48.486
2025-10-24;08:41:08;64;0.052;-48.437
2025-10-24;08:41:09;74;0.060;-48.193
2025-10-24;08:41:10;63;0.051;-48.462
2025-10-24;08:41:11;74;0.060;-48.193
2025-10-24;08:41:12;62;0.050;-48.486
2025-10-24;08:41:13;71;0.057;-48.266
2025-10-24;08:41:14;63;0.051;-48.462
2025-10-24;08:41:15;71;0.057;-48.266
2025-10-24;08:41:16;71;0.057;-48.266
2025-10-24;08:41:17;61;0.049;-48.510
2025-10-24;08:41:18;70;0.056;-48.291
2025-10-24;08:41:18;63;0.051;-48.462
2025-10-24;08:41:19;62;0.050;-48.486
2025-10-24;08:41:21;77;0.062;-48.120
2025-10-24;08:41:21;63;0.051;-48.462
2025-10-24;08:41:22;73;0.059;-48.217
2025-10-24;08:41:23;62;0.050;-48.486
2025-10-24;08:41:24;63;0.051;-48.462
2025-10-24;08:41:25;63;0.051;-48.462
2025-10-24;08:41:26;64;0.052;-48.437
2025-10-24;08:41:27;71;0.057;-48.266
2025-10-24;08:41:27;64;0.052;-48.437
2025-10-24;08:41:28;72;0.058;-48.242
2025-10-24;08:41:29;71;0.057;-48.266
2025-10-24;08:41:30;62;0.050;-48.486
2025-10-24;08:41:31;72;0.058;-48.242
2025-10-24;08:41:32;62;0.050;-48.486
2025-10-24;08:41:33;63;0.051;-48.462
2025-10-24;08:41:34;70;0.056;-48.291
2025-10-24;08:41:35;62;0.050;-48.486
2025-10-24;08:41:36;62;0.050;-48.486
2025-10-24;08:41:36;63;0.051;-48.462
2025-10-24;08:41:37;60;0.048;-48.535
2025-10-24;08:41:38;64;0.052;-48.437
2025-10-24;08:41:39;62;0.050;-48.486
2025-10-24;08:41:40;62;0.050;-48.486
2025-10-24;08:41:41;78;0.063;-48.095
2025-10-24;08:41:42;60;0.048;-48.535
2025-10-24;08:41:43;61;0.049;-48.510
2025-10-24;08:41:44;62;0.050;-48.486
2025-10-24;08:41:45;58;0.047;-48.584
2025-10-24;08:41:45;64;0.052;-48.437
2025-10-24;08:41:46;60;0.048;-48.535
2025-10-24;08:41:47;62;0.050;-48.486
2025-10-24;08:41:48;62;0.050;-48.486
2025-10-24;08:41:49;72;0.058;-48.242
2025-10-24;08:41:50;80;0.065;-48.046
2025-10-24;08:41:51;63;0.051;-48.462
2025-10-24;08:41:52;59;0.048;-48.559
2025-10-24;08:41:53;61;0.049;-48.510
2025-10-24;08:41:54;71;0.057;-48.266
2025-10-24;08:41:54;70;0.056;-48.291
2025-10-24;08:41:55;71;0.057;-48.266
2025-10-24;08:41:56;70;0.056;-48.291
2025-10-24;08:41:57;61;0.049;-48.510
2025-10-24;08:41:58;58;0.047;-48.584
2025-10-24;08:41:59;73;0.059;-48.217
2025-10-24;08:42:00;57;0.046;-48.608
2025-10-24;08:42:01;59;0.048;-48.559
2025-10-24;08:42:02;62;0.050;-48.486
2025-10-24;08:42:03;71;0.057;-48.266
2025-10-24;08:42:03;72;0.058;-48.242
2025-10-24;08:42:04;75;0.060;-48.169
2025-10-24;08:42:05;71;0.057;-48.266
2025-10-24;08:42:06;76;0.061;-48.144
2025-10-24;08:42:07;72;0.058;-48.242
2025-10-24;08:42:08;62;0.050;-48.486
2025-10-24;08:42:09;70;0.056;-48.291
2025-10-24;08:42:10;61;0.049;-48.510
2025-10-24;08:42:11;63;0.051;-48.462
2025-10-24;08:42:12;71;0.057;-48.266
2025-10-24;08:42:13;72;0.058;-48.242
2025-10-24;08:42:13;63;0.051;-48.462
2025-10-24;08:42:14;63;0.051;-48.462
2025-10-24;08:42:15;72;0.058;-48.242
2025-10-24;08:42:16;71;0.057;-48.266
2025-10-24;08:42:17;78;0.063;-48.095
2025-10-24;08:42:18;62;0.050;-48.486
2025-10-24;08:42:19;63;0.051;-48.462
2025-10-24;08:42:20;64;0.052;-48.437
2025-10-24;08:42:21;75;0.060;-48.169
2025-10-24;08:42:22;63;0.051;-48.462
2025-10-24;08:42:22;63;0.051;-48.462
2025-10-24;08:42:23;60;0.048;-48.535
2025-10-24;08:42:24;71;0.057;-48.266
2025-10-24;08:42:25;73;0.059;-48.217
2025-10-24;08:42:26;62;0.050;-48.486
2025-10-24;08:42:27;79;0.064;-48.071
2025-10-24;08:42:28;76;0.061;-48.144
2025-10-24;08:42:29;60;0.048;-48.535
2025-10-24;08:42:30;56;0.045;-48.633
2025-10-24;08:42:31;72;0.058;-48.242
2025-10-24;08:42:31;60;0.048;-48.535
2025-10-24;08:42:32;71;0.057;-48.266
2025-10-24;08:42:33;72;0.058;-48.242
2025-10-24;08:42:34;56;0.045;-48.633
2025-10-24;08:42:35;64;0.052;-48.437
2025-10-24;08:42:36;63;0.051;-48.462
2025-10-24;08:42:37;72;0.058;-48.242
2025-10-24;08:42:38;79;0.064;-48.071
2025-10-24;08:42:39;72;0.058;-48.242
